2022-07-31;789
2022-08-01;1460
2022-08-02;1040
2022-08-03;1517
2022-08-04;921
2022-08-05;1430
2022-08-06;956
2022-08-07;1055
2022-08-08;1616
2022-08-09;1196
2022-08-10;828
2022-08-11;613
2022-08-12;1200
2022-08-13;799
2022-08-14;926
2022-08-15;1091
2022-08-16;922
2022-08-17;1116
2022-08-18;1216
2022-08-19;1236
2022-08-20;944
2022-08-21;952
2022-08-22;1183
2022-08-23;1090
2022-08-24;713
2022-08-25;832
2022-08-26;598
2022-08-27;891
2022-08-28;1000
2022-08-29;1033
2022-08-30;992
2022-08-31;711
2022-09-01;868
2022-09-02;471
2022-09-03;504
2022-09-04;700
2022-09-05;1175
2022-09-06;950
2022-09-07;879
2022-09-08;727
2022-09-09;615
2022-09-10;1102
2022-09-11;914
2022-09-12;1069
2022-09-13;1339
2022-09-14;870
2022-09-15;1114
2022-09-16;850
2022-09-17;348
2022-09-18;726
2022-09-19;767
2022-09-20;712
2022-09-21;581
2022-09-22;895
2022-09-23;201
2022-09-24;599
2022-09-25;424
2022-09-26;614
2022-09-27;699
2022-09-28;1036
2022-09-29;618
2022-09-30;865
2022-10-01;371
2022-10-02;300
2022-10-03;661
2022-10-04;1102
2022-10-05;983
2022-10-06;1438
2022-10-07;547
2022-10-08;746
2022-10-09;555
